campaign_id,protocol_fingerprint,binary_sha256,dataset,method,workers,repeat,threads,query_contexts,coroutines,top_k,ef,metric,measurement_mode,status,processed_queries,expected_queries,failed_queries,recall,qps,query_canonical_sha256,groundtruth_canonical_sha256,query_file_sha256,groundtruth_file_sha256,query_pool_manifest,query_pool_manifest_sha256,source,source_sha256
vldb-worker-scaling-final-node3-v1-20260713,d2d212b32d3361ec356ca40d8abb0b5e8f3b7636ec5a5dac1bd2505c4e719255,2e60c6ea3bb3893b66cbce65cfdc5d82faab4a74fcc469fdeb7b5ff8dda34fb6,DEEP1M,SlabWalk,8,1,8,8,2,10,200,l2,fixed_query_pool,ok,10000,10000,0,0.98907,9557.0,68973a8fa5af6691d904c0f5a292136be6e3f21fed6b28154a1bfbdb1c93db57,edce835964026fe3161d1c3c0a9fdf5144fae22ee30d9b55585bebfca0117ce5,8438fc763f14e0f9741fda15b3e11215aef089ce17d1ad47d53b52a7c9fda5bb,40706891f31cac7124935bfff8ba970a72f31946a00f4e65f310c2429b9e9e88,query_pools/deep1m_slabwalk.json,82bd83cd8d0f0368e88be45da923f942d0e31da34e9524665c82a788a14cda12,raw_sources/slabwalk_w8_r1.json,f55b482bc00c68b223999e5ef698b21717bfe0e34aa4fb1df0f9e6ff669719cc
vldb-worker-scaling-final-node3-v1-20260713,142d99aaa1f0367d225b66e52e35c6627b42b6a7f692d772ae2af62d616a9b99,1fede56b39bf640663761bce92646a464098f95baf64a58d7847d520f7833bd8,DEEP1M,d-HNSW,8,1,8,,,10,200,l2,fixed_query_pool,ok,10000,10000,0,0.90891,5600.988,68973a8fa5af6691d904c0f5a292136be6e3f21fed6b28154a1bfbdb1c93db57,edce835964026fe3161d1c3c0a9fdf5144fae22ee30d9b55585bebfca0117ce5,0359efc4a332e6f79ebeade7665aa314e10b122fea1d54b3878f97c9bb5ba574,d99e96c21cfdc2383f2735f80d0d7e3c7ef62989510bf840023a6454e108a5b2,query_pools/deep1m_dhnsw.json,048df03d3f6547048d22468d81dc0c5155a6f42f4c3f661cd38c96f01e81e798,raw_sources/dhnsw_w8_r1.json,fedf17c8515b18f3f3006852fb54443ad8d1274584c791b508e1c31502f896a0
vldb-worker-scaling-final-node3-v1-20260713,e56e6a2fbf5f4dc79025784126439016106b8b6cc89f9f0da78bd24279f9792c,2e60c6ea3bb3893b66cbce65cfdc5d82faab4a74fcc469fdeb7b5ff8dda34fb6,DEEP1M,SHINE,8,2,8,8,2,10,200,l2,fixed_query_pool,ok,10000,10000,0,0.98901,942.0,68973a8fa5af6691d904c0f5a292136be6e3f21fed6b28154a1bfbdb1c93db57,edce835964026fe3161d1c3c0a9fdf5144fae22ee30d9b55585bebfca0117ce5,8438fc763f14e0f9741fda15b3e11215aef089ce17d1ad47d53b52a7c9fda5bb,40706891f31cac7124935bfff8ba970a72f31946a00f4e65f310c2429b9e9e88,query_pools/deep1m_shine.json,97cc938356d3a3deac41e1d837d406d0088b0e646b037066be4403da5b869b02,raw_sources/shine_w8_r2.json,dfc5a1ba9f9abeeb9261c1b3fd26ff44244c229cc629393525057758eb696171
vldb-worker-scaling-final-node3-v1-20260713,d2d212b32d3361ec356ca40d8abb0b5e8f3b7636ec5a5dac1bd2505c4e719255,2e60c6ea3bb3893b66cbce65cfdc5d82faab4a74fcc469fdeb7b5ff8dda34fb6,DEEP1M,SlabWalk,8,2,8,8,2,10,200,l2,fixed_query_pool,ok,10000,10000,0,0.98907,8968.0,68973a8fa5af6691d904c0f5a292136be6e3f21fed6b28154a1bfbdb1c93db57,edce835964026fe3161d1c3c0a9fdf5144fae22ee30d9b55585bebfca0117ce5,8438fc763f14e0f9741fda15b3e11215aef089ce17d1ad47d53b52a7c9fda5bb,40706891f31cac7124935bfff8ba970a72f31946a00f4e65f310c2429b9e9e88,query_pools/deep1m_slabwalk.json,82bd83cd8d0f0368e88be45da923f942d0e31da34e9524665c82a788a14cda12,raw_sources/slabwalk_w8_r2.json,6c411664e67db50c9bf87eaf197870787b001f4541872c81d351c5c4c8961937
vldb-worker-scaling-final-node3-v1-20260713,142d99aaa1f0367d225b66e52e35c6627b42b6a7f692d772ae2af62d616a9b99,1fede56b39bf640663761bce92646a464098f95baf64a58d7847d520f7833bd8,DEEP1M,d-HNSW,8,2,8,,,10,200,l2,fixed_query_pool,ok,10000,10000,0,0.90887,5647.125,68973a8fa5af6691d904c0f5a292136be6e3f21fed6b28154a1bfbdb1c93db57,edce835964026fe3161d1c3c0a9fdf5144fae22ee30d9b55585bebfca0117ce5,0359efc4a332e6f79ebeade7665aa314e10b122fea1d54b3878f97c9bb5ba574,d99e96c21cfdc2383f2735f80d0d7e3c7ef62989510bf840023a6454e108a5b2,query_pools/deep1m_dhnsw.json,048df03d3f6547048d22468d81dc0c5155a6f42f4c3f661cd38c96f01e81e798,raw_sources/dhnsw_w8_r2.json,e84cb02a28b171c4ef3e968e6651de62cd38f0ea1a5e7cfd1c0c554c03a807e7
vldb-worker-scaling-final-node3-v1-20260713,e56e6a2fbf5f4dc79025784126439016106b8b6cc89f9f0da78bd24279f9792c,2e60c6ea3bb3893b66cbce65cfdc5d82faab4a74fcc469fdeb7b5ff8dda34fb6,DEEP1M,SHINE,8,3,8,8,2,10,200,l2,fixed_query_pool,ok,10000,10000,0,0.98901,936.0,68973a8fa5af6691d904c0f5a292136be6e3f21fed6b28154a1bfbdb1c93db57,edce835964026fe3161d1c3c0a9fdf5144fae22ee30d9b55585bebfca0117ce5,8438fc763f14e0f9741fda15b3e11215aef089ce17d1ad47d53b52a7c9fda5bb,40706891f31cac7124935bfff8ba970a72f31946a00f4e65f310c2429b9e9e88,query_pools/deep1m_shine.json,97cc938356d3a3deac41e1d837d406d0088b0e646b037066be4403da5b869b02,raw_sources/shine_w8_r3.json,3a9797ccfb51d8347b7174a70afff0f3406501bb0e2ad8316cbb4ceaa4d2c336
vldb-worker-scaling-final-node3-v1-20260713,d2d212b32d3361ec356ca40d8abb0b5e8f3b7636ec5a5dac1bd2505c4e719255,2e60c6ea3bb3893b66cbce65cfdc5d82faab4a74fcc469fdeb7b5ff8dda34fb6,DEEP1M,SlabWalk,8,3,8,8,2,10,200,l2,fixed_query_pool,ok,10000,10000,0,0.98907,9282.0,68973a8fa5af6691d904c0f5a292136be6e3f21fed6b28154a1bfbdb1c93db57,edce835964026fe3161d1c3c0a9fdf5144fae22ee30d9b55585bebfca0117ce5,8438fc763f14e0f9741fda15b3e11215aef089ce17d1ad47d53b52a7c9fda5bb,40706891f31cac7124935bfff8ba970a72f31946a00f4e65f310c2429b9e9e88,query_pools/deep1m_slabwalk.json,82bd83cd8d0f0368e88be45da923f942d0e31da34e9524665c82a788a14cda12,raw_sources/slabwalk_w8_r3.json,870e7e1ee6ee0a247aedaecd1b78568bf44911612ab04c8b703b563907ac53c4
vldb-worker-scaling-final-node3-v1-20260713,142d99aaa1f0367d225b66e52e35c6627b42b6a7f692d772ae2af62d616a9b99,1fede56b39bf640663761bce92646a464098f95baf64a58d7847d520f7833bd8,DEEP1M,d-HNSW,8,3,8,,,10,200,l2,fixed_query_pool,ok,10000,10000,0,0.90893,5157.723,68973a8fa5af6691d904c0f5a292136be6e3f21fed6b28154a1bfbdb1c93db57,edce835964026fe3161d1c3c0a9fdf5144fae22ee30d9b55585bebfca0117ce5,0359efc4a332e6f79ebeade7665aa314e10b122fea1d54b3878f97c9bb5ba574,d99e96c21cfdc2383f2735f80d0d7e3c7ef62989510bf840023a6454e108a5b2,query_pools/deep1m_dhnsw.json,048df03d3f6547048d22468d81dc0c5155a6f42f4c3f661cd38c96f01e81e798,raw_sources/dhnsw_w8_r3.json,5c3b4ad4a15a7e22b70e24364df22a1bc65abbdcb53311b85eaf3a9d08f9f1d6
vldb-worker-scaling-final-node3-v1-20260713,e56e6a2fbf5f4dc79025784126439016106b8b6cc89f9f0da78bd24279f9792c,2e60c6ea3bb3893b66cbce65cfdc5d82faab4a74fcc469fdeb7b5ff8dda34fb6,DEEP1M,SHINE,8,4,8,8,2,10,200,l2,fixed_query_pool,ok,10000,10000,0,0.98901,941.0,68973a8fa5af6691d904c0f5a292136be6e3f21fed6b28154a1bfbdb1c93db57,edce835964026fe3161d1c3c0a9fdf5144fae22ee30d9b55585bebfca0117ce5,8438fc763f14e0f9741fda15b3e11215aef089ce17d1ad47d53b52a7c9fda5bb,40706891f31cac7124935bfff8ba970a72f31946a00f4e65f310c2429b9e9e88,query_pools/deep1m_shine.json,97cc938356d3a3deac41e1d837d406d0088b0e646b037066be4403da5b869b02,raw_sources/shine_w8_r4.json,d711616921ad2000410ee15ac510ad82ffa6af8a6371cbee6f4a51a6fb01b390
vldb-worker-scaling-final-node3-v1-20260713,d2d212b32d3361ec356ca40d8abb0b5e8f3b7636ec5a5dac1bd2505c4e719255,2e60c6ea3bb3893b66cbce65cfdc5d82faab4a74fcc469fdeb7b5ff8dda34fb6,DEEP1M,SlabWalk,8,4,8,8,2,10,200,l2,fixed_query_pool,ok,10000,10000,0,0.98907,9273.0,68973a8fa5af6691d904c0f5a292136be6e3f21fed6b28154a1bfbdb1c93db57,edce835964026fe3161d1c3c0a9fdf5144fae22ee30d9b55585bebfca0117ce5,8438fc763f14e0f9741fda15b3e11215aef089ce17d1ad47d53b52a7c9fda5bb,40706891f31cac7124935bfff8ba970a72f31946a00f4e65f310c2429b9e9e88,query_pools/deep1m_slabwalk.json,82bd83cd8d0f0368e88be45da923f942d0e31da34e9524665c82a788a14cda12,raw_sources/slabwalk_w8_r4.json,c60c16ca3f06f595609ab91c0eae7455f62f2d6cf055a0df8aebdc7c7191059c
vldb-worker-scaling-final-node3-v1-20260713,142d99aaa1f0367d225b66e52e35c6627b42b6a7f692d772ae2af62d616a9b99,1fede56b39bf640663761bce92646a464098f95baf64a58d7847d520f7833bd8,DEEP1M,d-HNSW,8,4,8,,,10,200,l2,fixed_query_pool,ok,10000,10000,0,0.90893,5078.565,68973a8fa5af6691d904c0f5a292136be6e3f21fed6b28154a1bfbdb1c93db57,edce835964026fe3161d1c3c0a9fdf5144fae22ee30d9b55585bebfca0117ce5,0359efc4a332e6f79ebeade7665aa314e10b122fea1d54b3878f97c9bb5ba574,d99e96c21cfdc2383f2735f80d0d7e3c7ef62989510bf840023a6454e108a5b2,query_pools/deep1m_dhnsw.json,048df03d3f6547048d22468d81dc0c5155a6f42f4c3f661cd38c96f01e81e798,raw_sources/dhnsw_w8_r4.json,82d92647e8c3f54bf21fbe83e19e7a04df9a24c7e8d169969627b4020c66f39f
vldb-worker-scaling-final-node3-v1-20260713,cd4d3d03897de61de24932dde6d0b18de9eca010f574d0a6c7565fa5dcb01c22,2e60c6ea3bb3893b66cbce65cfdc5d82faab4a74fcc469fdeb7b5ff8dda34fb6,DEEP1M,SHINE,16,0,16,16,2,10,200,l2,fixed_query_pool,ok,10000,10000,0,0.98901,1715.0,68973a8fa5af6691d904c0f5a292136be6e3f21fed6b28154a1bfbdb1c93db57,edce835964026fe3161d1c3c0a9fdf5144fae22ee30d9b55585bebfca0117ce5,8438fc763f14e0f9741fda15b3e11215aef089ce17d1ad47d53b52a7c9fda5bb,40706891f31cac7124935bfff8ba970a72f31946a00f4e65f310c2429b9e9e88,query_pools/deep1m_shine.json,97cc938356d3a3deac41e1d837d406d0088b0e646b037066be4403da5b869b02,raw_sources/shine_w16_r0.json,92505ca42f481f6aae8f2d3b1916090a9807f8a0d1b0512a3923a5e6ef71f373
vldb-worker-scaling-final-node3-v1-20260713,eaff4d65255eb1f48e5a02b8190f842fd907260e9b4aeed6f0ef9403fdb3446b,2e60c6ea3bb3893b66cbce65cfdc5d82faab4a74fcc469fdeb7b5ff8dda34fb6,DEEP1M,SlabWalk,16,0,16,16,2,10,200,l2,fixed_query_pool,ok,10000,10000,0,0.98907,13946.0,68973a8fa5af6691d904c0f5a292136be6e3f21fed6b28154a1bfbdb1c93db57,edce835964026fe3161d1c3c0a9fdf5144fae22ee30d9b55585bebfca0117ce5,8438fc763f14e0f9741fda15b3e11215aef089ce17d1ad47d53b52a7c9fda5bb,40706891f31cac7124935bfff8ba970a72f31946a00f4e65f310c2429b9e9e88,query_pools/deep1m_slabwalk.json,82bd83cd8d0f0368e88be45da923f942d0e31da34e9524665c82a788a14cda12,raw_sources/slabwalk_w16_r0.json,565e88be52911cba038d9550becce4db54d8268afdad5ac4c31093e3bb9d2ee9
vldb-worker-scaling-final-node3-v1-20260713,2af5a4760d6a4dae176c1192bcac11f6d5fc6f37529af44d5fea7cb5eac020d6,1fede56b39bf640663761bce92646a464098f95baf64a58d7847d520f7833bd8,DEEP1M,d-HNSW,16,0,16,,,10,200,l2,fixed_query_pool,ok,10000,10000,0,0.90886,2537.853,68973a8fa5af6691d904c0f5a292136be6e3f21fed6b28154a1bfbdb1c93db57,edce835964026fe3161d1c3c0a9fdf5144fae22ee30d9b55585bebfca0117ce5,0359efc4a332e6f79ebeade7665aa314e10b122fea1d54b3878f97c9bb5ba574,d99e96c21cfdc2383f2735f80d0d7e3c7ef62989510bf840023a6454e108a5b2,query_pools/deep1m_dhnsw.json,048df03d3f6547048d22468d81dc0c5155a6f42f4c3f661cd38c96f01e81e798,raw_sources/dhnsw_w16_r0.json,319e53f786716681ead9cd043beac967bb9f4321b0c7c12461b5c94d116bedfe
vldb-worker-scaling-final-node3-v1-20260713,cd4d3d03897de61de24932dde6d0b18de9eca010f574d0a6c7565fa5dcb01c22,2e60c6ea3bb3893b66cbce65cfdc5d82faab4a74fcc469fdeb7b5ff8dda34fb6,DEEP1M,SHINE,16,1,16,16,2,10,200,l2,fixed_query_pool,ok,10000,10000,0,0.98901,1721.0,68973a8fa5af6691d904c0f5a292136be6e3f21fed6b28154a1bfbdb1c93db57,edce835964026fe3161d1c3c0a9fdf5144fae22ee30d9b55585bebfca0117ce5,8438fc763f14e0f9741fda15b3e11215aef089ce17d1ad47d53b52a7c9fda5bb,40706891f31cac7124935bfff8ba970a72f31946a00f4e65f310c2429b9e9e88,query_pools/deep1m_shine.json,97cc938356d3a3deac41e1d837d406d0088b0e646b037066be4403da5b869b02,raw_sources/shine_w16_r1.json,1284c041e665fbf6cd3a5bf3c4ef9f67876ad6c526e92da0af249f8874d6dd1d
vldb-worker-scaling-final-node3-v1-20260713,eaff4d65255eb1f48e5a02b8190f842fd907260e9b4aeed6f0ef9403fdb3446b,2e60c6ea3bb3893b66cbce65cfdc5d82faab4a74fcc469fdeb7b5ff8dda34fb6,DEEP1M,SlabWalk,16,1,16,16,2,10,200,l2,fixed_query_pool,ok,10000,10000,0,0.98907,14735.0,68973a8fa5af6691d904c0f5a292136be6e3f21fed6b28154a1bfbdb1c93db57,edce835964026fe3161d1c3c0a9fdf5144fae22ee30d9b55585bebfca0117ce5,8438fc763f14e0f9741fda15b3e11215aef089ce17d1ad47d53b52a7c9fda5bb,40706891f31cac7124935bfff8ba970a72f31946a00f4e65f310c2429b9e9e88,query_pools/deep1m_slabwalk.json,82bd83cd8d0f0368e88be45da923f942d0e31da34e9524665c82a788a14cda12,raw_sources/slabwalk_w16_r1.json,822ecc00b4b83e34f673516885448de0a92f9653cbb51f8a9aac2695a728f557
vldb-worker-scaling-final-node3-v1-20260713,2af5a4760d6a4dae176c1192bcac11f6d5fc6f37529af44d5fea7cb5eac020d6,1fede56b39bf640663761bce92646a464098f95baf64a58d7847d520f7833bd8,DEEP1M,d-HNSW,16,1,16,,,10,200,l2,fixed_query_pool,ok,10000,10000,0,0.90891,2533.022,68973a8fa5af6691d904c0f5a292136be6e3f21fed6b28154a1bfbdb1c93db57,edce835964026fe3161d1c3c0a9fdf5144fae22ee30d9b55585bebfca0117ce5,0359efc4a332e6f79ebeade7665aa314e10b122fea1d54b3878f97c9bb5ba574,d99e96c21cfdc2383f2735f80d0d7e3c7ef62989510bf840023a6454e108a5b2,query_pools/deep1m_dhnsw.json,048df03d3f6547048d22468d81dc0c5155a6f42f4c3f661cd38c96f01e81e798,raw_sources/dhnsw_w16_r1.json,3cb5359d15780339e367179ff1f75b7d16865ed383b6af1e84398c824f5d74b2
vldb-worker-scaling-final-node3-v1-20260713,cd4d3d03897de61de24932dde6d0b18de9eca010f574d0a6c7565fa5dcb01c22,2e60c6ea3bb3893b66cbce65cfdc5d82faab4a74fcc469fdeb7b5ff8dda34fb6,DEEP1M,SHINE,16,2,16,16,2,10,200,l2,fixed_query_pool,ok,10000,10000,0,0.98901,1709.0,68973a8fa5af6691d904c0f5a292136be6e3f21fed6b28154a1bfbdb1c93db57,edce835964026fe3161d1c3c0a9fdf5144fae22ee30d9b55585bebfca0117ce5,8438fc763f14e0f9741fda15b3e11215aef089ce17d1ad47d53b52a7c9fda5bb,40706891f31cac7124935bfff8ba970a72f31946a00f4e65f310c2429b9e9e88,query_pools/deep1m_shine.json,97cc938356d3a3deac41e1d837d406d0088b0e646b037066be4403da5b869b02,raw_sources/shine_w16_r2.json,517205b0b421e77f6e5a20168e8b6d59297cf01bf7cbbb661462a6c8d1babd22
vldb-worker-scaling-final-node3-v1-20260713,eaff4d65255eb1f48e5a02b8190f842fd907260e9b4aeed6f0ef9403fdb3446b,2e60c6ea3bb3893b66cbce65cfdc5d82faab4a74fcc469fdeb7b5ff8dda34fb6,DEEP1M,SlabWalk,16,2,16,16,2,10,200,l2,fixed_query_pool,ok,10000,10000,0,0.98907,13952.0,68973a8fa5af6691d904c0f5a292136be6e3f21fed6b28154a1bfbdb1c93db57,edce835964026fe3161d1c3c0a9fdf5144fae22ee30d9b55585bebfca0117ce5,8438fc763f14e0f9741fda15b3e11215aef089ce17d1ad47d53b52a7c9fda5bb,40706891f31cac7124935bfff8ba970a72f31946a00f4e65f310c2429b9e9e88,query_pools/deep1m_slabwalk.json,82bd83cd8d0f0368e88be45da923f942d0e31da34e9524665c82a788a14cda12,raw_sources/slabwalk_w16_r2.json,4caeff14a92678210f86a355d5336cd06c6d858ae5d38e403914c5d251ec0bcf
vldb-worker-scaling-final-node3-v1-20260713,2af5a4760d6a4dae176c1192bcac11f6d5fc6f37529af44d5fea7cb5eac020d6,1fede56b39bf640663761bce92646a464098f95baf64a58d7847d520f7833bd8,DEEP1M,d-HNSW,16,2,16,,,10,200,l2,fixed_query_pool,ok,10000,10000,0,0.9089,2606.975,68973a8fa5af6691d904c0f5a292136be6e3f21fed6b28154a1bfbdb1c93db57,edce835964026fe3161d1c3c0a9fdf5144fae22ee30d9b55585bebfca0117ce5,0359efc4a332e6f79ebeade7665aa314e10b122fea1d54b3878f97c9bb5ba574,d99e96c21cfdc2383f2735f80d0d7e3c7ef62989510bf840023a6454e108a5b2,query_pools/deep1m_dhnsw.json,048df03d3f6547048d22468d81dc0c5155a6f42f4c3f661cd38c96f01e81e798,raw_sources/dhnsw_w16_r2.json,f1fcaac1973da59ac0d9a787358c26353fa310bdd10cf74bc832975f849b8f5f
